"epoch","complex_kitti - _step","complex_kitti - _step__MIN","complex_kitti - _step__MAX","complex_kitti - train/mIOU_epoch","complex_kitti - train/mIOU_epoch__MIN","complex_kitti - train/mIOU_epoch__MAX","streetview-low_kitti - _step","streetview-low_kitti - _step__MIN","streetview-low_kitti - _step__MAX","streetview-low_kitti - train/mIOU_epoch","streetview-low_kitti - train/mIOU_epoch__MIN","streetview-low_kitti - train/mIOU_epoch__MAX","streetview-high_kitti - _step","streetview-high_kitti - _step__MIN","streetview-high_kitti - _step__MAX","streetview-high_kitti - train/mIOU_epoch","streetview-high_kitti - train/mIOU_epoch__MIN","streetview-high_kitti - train/mIOU_epoch__MAX","KITTI - _step","KITTI - _step__MIN","KITTI - _step__MAX","KITTI - train/mIOU_epoch","KITTI - train/mIOU_epoch__MIN","KITTI - train/mIOU_epoch__MAX","cameraview_low_kitti - _step","cameraview_low_kitti - _step__MIN","cameraview_low_kitti - _step__MAX","cameraview_low_kitti - train/mIOU_epoch","cameraview_low_kitti - train/mIOU_epoch__MIN","cameraview_low_kitti - train/mIOU_epoch__MAX","cameraview_high_kitti - _step","cameraview_high_kitti - _step__MIN","cameraview_high_kitti - _step__MAX","cameraview_high_kitti - train/mIOU_epoch","cameraview_high_kitti - train/mIOU_epoch__MIN","cameraview_high_kitti - train/mIOU_epoch__MAX","citiscape_kitti - _step","citiscape_kitti - _step__MIN","citiscape_kitti - _step__MAX","citiscape_kitti - train/mIOU_epoch","citiscape_kitti - train/mIOU_epoch__MIN","citiscape_kitti - train/mIOU_epoch__MAX"
"139","1791","1791","1791","0.39068371057510376","0.39068371057510376","0.39068371057510376","1791","1791","1791","0.3891437351703644","0.3891437351703644","0.3891437351703644","1791","1791","1791","0.40612825751304626","0.40612825751304626","0.40612825751304626","1791","1791","1791","0.3645007908344269","0.3645007908344269","0.3645007908344269","1791","1791","1791","0.387886106967926","0.387886106967926","0.387886106967926","1791","1791","1791","0.3628963828086853","0.3628963828086853","0.3628963828086853","1791","1791","1791","0.4810981750488281","0.4810981750488281","0.4810981750488281"
"140","1803","1803","1803","0.392861008644104","0.392861008644104","0.392861008644104","1803","1803","1803","0.3964386582374573","0.3964386582374573","0.3964386582374573","1803","1803","1803","0.41336268186569214","0.41336268186569214","0.41336268186569214","1803","1803","1803","0.3606192469596863","0.3606192469596863","0.3606192469596863","1803","1803","1803","0.3854629397392273","0.3854629397392273","0.3854629397392273","1803","1803","1803","0.35238417983055115","0.35238417983055115","0.35238417983055115","1803","1803","1803","0.4694807529449463","0.4694807529449463","0.4694807529449463"
"141","1816","1816","1816","0.40320712327957153","0.40320712327957153","0.40320712327957153","1816","1816","1816","0.3962865173816681","0.3962865173816681","0.3962865173816681","1816","1816","1816","0.38546428084373474","0.38546428084373474","0.38546428084373474","1816","1816","1816","0.3650294542312622","0.3650294542312622","0.3650294542312622","1816","1816","1816","0.3856043219566345","0.3856043219566345","0.3856043219566345","1816","1816","1816","0.3669514060020447","0.3669514060020447","0.3669514060020447","1816","1816","1816","0.47714367508888245","0.47714367508888245","0.47714367508888245"
"142","1829","1829","1829","0.4032664895057678","0.4032664895057678","0.4032664895057678","1829","1829","1829","0.4097060263156891","0.4097060263156891","0.4097060263156891","1829","1829","1829","0.37749654054641724","0.37749654054641724","0.37749654054641724","1829","1829","1829","0.36278650164604187","0.36278650164604187","0.36278650164604187","1829","1829","1829","0.38554540276527405","0.38554540276527405","0.38554540276527405","1829","1829","1829","0.3797221779823303","0.3797221779823303","0.3797221779823303","1829","1829","1829","0.48738861083984375","0.48738861083984375","0.48738861083984375"
"143","1842","1842","1842","0.40724626183509827","0.40724626183509827","0.40724626183509827","1842","1842","1842","0.40620869398117065","0.40620869398117065","0.40620869398117065","1842","1842","1842","0.397479385137558","0.397479385137558","0.397479385137558","1842","1842","1842","0.3755567967891693","0.3755567967891693","0.3755567967891693","1842","1842","1842","0.3898317515850067","0.3898317515850067","0.3898317515850067","1842","1842","1842","0.38074880838394165","0.38074880838394165","0.38074880838394165","1842","1842","1842","0.48865097761154175","0.48865097761154175","0.48865097761154175"
"144","1855","1855","1855","0.4095868468284607","0.4095868468284607","0.4095868468284607","1855","1855","1855","0.41355380415916443","0.41355380415916443","0.41355380415916443","1855","1855","1855","0.41133174300193787","0.41133174300193787","0.41133174300193787","1855","1855","1855","0.36839091777801514","0.36839091777801514","0.36839091777801514","1855","1855","1855","0.3870343267917633","0.3870343267917633","0.3870343267917633","1855","1855","1855","0.387306272983551","0.387306272983551","0.387306272983551","1855","1855","1855","0.4935106337070465","0.4935106337070465","0.4935106337070465"
"145","1867","1867","1867","0.41308483481407166","0.41308483481407166","0.41308483481407166","1867","1867","1867","0.4141111969947815","0.4141111969947815","0.4141111969947815","1867","1867","1867","0.41396981477737427","0.41396981477737427","0.41396981477737427","1867","1867","1867","0.3716631531715393","0.3716631531715393","0.3716631531715393","1867","1867","1867","0.39653998613357544","0.39653998613357544","0.39653998613357544","1867","1867","1867","0.39302724599838257","0.39302724599838257","0.39302724599838257","1867","1867","1867","0.5059555768966675","0.5059555768966675","0.5059555768966675"
"146","1880","1880","1880","0.41425174474716187","0.41425174474716187","0.41425174474716187","1880","1880","1880","0.42190057039260864","0.42190057039260864","0.42190057039260864","1880","1880","1880","0.42439666390419006","0.42439666390419006","0.42439666390419006","1880","1880","1880","0.3726262152194977","0.3726262152194977","0.3726262152194977","1880","1880","1880","0.3999176025390625","0.3999176025390625","0.3999176025390625","1880","1880","1880","0.40220290422439575","0.40220290422439575","0.40220290422439575","1880","1880","1880","0.490966260433197","0.490966260433197","0.490966260433197"
"147","1893","1893","1893","0.4236780107021332","0.4236780107021332","0.4236780107021332","1893","1893","1893","0.41996198892593384","0.41996198892593384","0.41996198892593384","1893","1893","1893","0.41614779829978943","0.41614779829978943","0.41614779829978943","1893","1893","1893","0.38611239194869995","0.38611239194869995","0.38611239194869995","1893","1893","1893","0.405107319355011","0.405107319355011","0.405107319355011","1893","1893","1893","0.39483916759490967","0.39483916759490967","0.39483916759490967","1893","1893","1893","0.49985843896865845","0.49985843896865845","0.49985843896865845"
"148","1906","1906","1906","0.4242706894874573","0.4242706894874573","0.4242706894874573","1906","1906","1906","0.4211367070674896","0.4211367070674896","0.4211367070674896","1906","1906","1906","0.41910743713378906","0.41910743713378906","0.41910743713378906","1906","1906","1906","0.38791394233703613","0.38791394233703613","0.38791394233703613","1906","1906","1906","0.4008151888847351","0.4008151888847351","0.4008151888847351","1906","1906","1906","0.40172696113586426","0.40172696113586426","0.40172696113586426","1906","1906","1906","0.5020109415054321","0.5020109415054321","0.5020109415054321"
"149","1919","1919","1919","0.4210699498653412","0.4210699498653412","0.4210699498653412","1919","1919","1919","0.42630329728126526","0.42630329728126526","0.42630329728126526","1919","1919","1919","0.4183956980705261","0.4183956980705261","0.4183956980705261","1919","1919","1919","0.3874601721763611","0.3874601721763611","0.3874601721763611","1919","1919","1919","0.4071315824985504","0.4071315824985504","0.4071315824985504","1919","1919","1919","0.39948031306266785","0.39948031306266785","0.39948031306266785","1919","1919","1919","0.5128015875816345","0.5128015875816345","0.5128015875816345"
"150","1931","1931","1931","0.42109307646751404","0.42109307646751404","0.42109307646751404","1931","1931","1931","0.42079997062683105","0.42079997062683105","0.42079997062683105","1931","1931","1931","0.4174109399318695","0.4174109399318695","0.4174109399318695","1931","1931","1931","0.3863651156425476","0.3863651156425476","0.3863651156425476","1931","1931","1931","0.40411049127578735","0.40411049127578735","0.40411049127578735","1931","1931","1931","0.399868905544281","0.399868905544281","0.399868905544281","1931","1931","1931","0.5010231733322144","0.5010231733322144","0.5010231733322144"
"151","1944","1944","1944","0.419767290353775","0.419767290353775","0.419767290353775","1944","1944","1944","0.4197729527950287","0.4197729527950287","0.4197729527950287","1944","1944","1944","0.42515620589256287","0.42515620589256287","0.42515620589256287","1944","1944","1944","0.3874025046825409","0.3874025046825409","0.3874025046825409","1944","1944","1944","0.4094204306602478","0.4094204306602478","0.4094204306602478","1944","1944","1944","0.4021623730659485","0.4021623730659485","0.4021623730659485","1944","1944","1944","0.5079087615013123","0.5079087615013123","0.5079087615013123"
"152","1957","1957","1957","0.41823244094848633","0.41823244094848633","0.41823244094848633","1957","1957","1957","0.4197441041469574","0.4197441041469574","0.4197441041469574","1957","1957","1957","0.4175869822502136","0.4175869822502136","0.4175869822502136","1957","1957","1957","0.39043521881103516","0.39043521881103516","0.39043521881103516","1957","1957","1957","0.4076620042324066","0.4076620042324066","0.4076620042324066","1957","1957","1957","0.396132230758667","0.396132230758667","0.396132230758667","1957","1957","1957","0.5036249756813049","0.5036249756813049","0.5036249756813049"
"153","1970","1970","1970","0.4180796146392822","0.4180796146392822","0.4180796146392822","1970","1970","1970","0.417623907327652","0.417623907327652","0.417623907327652","1970","1970","1970","0.4240490794181824","0.4240490794181824","0.4240490794181824","1970","1970","1970","0.38419970870018005","0.38419970870018005","0.38419970870018005","1970","1970","1970","0.40524572134017944","0.40524572134017944","0.40524572134017944","1970","1970","1970","0.3950594663619995","0.3950594663619995","0.3950594663619995","1970","1970","1970","0.5016917586326599","0.5016917586326599","0.5016917586326599"
"154","1983","1983","1983","0.4237307906150818","0.4237307906150818","0.4237307906150818","1983","1983","1983","0.41826000809669495","0.41826000809669495","0.41826000809669495","1983","1983","1983","0.42525893449783325","0.42525893449783325","0.42525893449783325","1983","1983","1983","0.39114928245544434","0.39114928245544434","0.39114928245544434","1983","1983","1983","0.4107968807220459","0.4107968807220459","0.4107968807220459","1983","1983","1983","0.3978823721408844","0.3978823721408844","0.3978823721408844","1983","1983","1983","0.5075845718383789","0.5075845718383789","0.5075845718383789"
"155","1995","1995","1995","0.4210446774959564","0.4210446774959564","0.4210446774959564","1995","1995","1995","0.41705211997032166","0.41705211997032166","0.41705211997032166","1995","1995","1995","0.42225009202957153","0.42225009202957153","0.42225009202957153","1995","1995","1995","0.3889281451702118","0.3889281451702118","0.3889281451702118","1995","1995","1995","0.41324862837791443","0.41324862837791443","0.41324862837791443","1995","1995","1995","0.3965862989425659","0.3965862989425659","0.3965862989425659","1995","1995","1995","0.5034257173538208","0.5034257173538208","0.5034257173538208"
"156","2008","2008","2008","0.4222590923309326","0.4222590923309326","0.4222590923309326","2008","2008","2008","0.4102384150028229","0.4102384150028229","0.4102384150028229","2008","2008","2008","0.4235387444496155","0.4235387444496155","0.4235387444496155","2008","2008","2008","0.38384541869163513","0.38384541869163513","0.38384541869163513","2008","2008","2008","0.40573978424072266","0.40573978424072266","0.40573978424072266","2008","2008","2008","0.40185731649398804","0.40185731649398804","0.40185731649398804","2008","2008","2008","0.4939171373844147","0.4939171373844147","0.4939171373844147"
"157","2021","2021","2021","0.4053846001625061","0.4053846001625061","0.4053846001625061","2021","2021","2021","0.41390281915664673","0.41390281915664673","0.41390281915664673","2021","2021","2021","0.4139147400856018","0.4139147400856018","0.4139147400856018","2021","2021","2021","0.38631612062454224","0.38631612062454224","0.38631612062454224","2021","2021","2021","0.40566569566726685","0.40566569566726685","0.40566569566726685","2021","2021","2021","0.3937752842903137","0.3937752842903137","0.3937752842903137","2021","2021","2021","0.5000555515289307","0.5000555515289307","0.5000555515289307"
"158","2034","2034","2034","0.4105006754398346","0.4105006754398346","0.4105006754398346","2034","2034","2034","0.4044892191886902","0.4044892191886902","0.4044892191886902","2034","2034","2034","0.4152381420135498","0.4152381420135498","0.4152381420135498","2034","2034","2034","0.37857338786125183","0.37857338786125183","0.37857338786125183","2034","2034","2034","0.407061904668808","0.407061904668808","0.407061904668808","2034","2034","2034","0.3995152711868286","0.3995152711868286","0.3995152711868286","2034","2034","2034","0.5040261149406433","0.5040261149406433","0.5040261149406433"
"159","2047","2047","2047","0.40890663862228394","0.40890663862228394","0.40890663862228394","2047","2047","2047","0.4047528803348541","0.4047528803348541","0.4047528803348541","2047","2047","2047","0.409528911113739","0.409528911113739","0.409528911113739","2047","2047","2047","0.37348583340644836","0.37348583340644836","0.37348583340644836","2047","2047","2047","0.39586180448532104","0.39586180448532104","0.39586180448532104","2047","2047","2047","0.39222100377082825","0.39222100377082825","0.39222100377082825","2047","2047","2047","0.4974185526371002","0.4974185526371002","0.4974185526371002"
"160","2059","2059","2059","0.39155298471450806","0.39155298471450806","0.39155298471450806","2059","2059","2059","0.4066251814365387","0.4066251814365387","0.4066251814365387","2059","2059","2059","0.41500887274742126","0.41500887274742126","0.41500887274742126","2059","2059","2059","0.3664019703865051","0.3664019703865051","0.3664019703865051","2059","2059","2059","0.394509881734848","0.394509881734848","0.394509881734848","2059","2059","2059","0.39309602975845337","0.39309602975845337","0.39309602975845337","2059","2059","2059","0.48725563287734985","0.48725563287734985","0.48725563287734985"
"161","2072","2072","2072","0.40028905868530273","0.40028905868530273","0.40028905868530273","2072","2072","2072","0.40584930777549744","0.40584930777549744","0.40584930777549744","2072","2072","2072","0.4093247950077057","0.4093247950077057","0.4093247950077057","2072","2072","2072","0.36853334307670593","0.36853334307670593","0.36853334307670593","2072","2072","2072","0.4044171869754791","0.4044171869754791","0.4044171869754791","2072","2072","2072","0.3959912359714508","0.3959912359714508","0.3959912359714508","2072","2072","2072","0.4561024308204651","0.4561024308204651","0.4561024308204651"
"162","2085","2085","2085","0.38234251737594604","0.38234251737594604","0.38234251737594604","2085","2085","2085","0.3982735276222229","0.3982735276222229","0.3982735276222229","2085","2085","2085","0.4179207384586334","0.4179207384586334","0.4179207384586334","2085","2085","2085","0.383706659078598","0.383706659078598","0.383706659078598","2085","2085","2085","0.40583357214927673","0.40583357214927673","0.40583357214927673","2085","2085","2085","0.40552377700805664","0.40552377700805664","0.40552377700805664","2085","2085","2085","0.4156626760959625","0.4156626760959625","0.4156626760959625"
"163","2098","2098","2098","0.3984508216381073","0.3984508216381073","0.3984508216381073","2098","2098","2098","0.3978567123413086","0.3978567123413086","0.3978567123413086","2098","2098","2098","0.41307830810546875","0.41307830810546875","0.41307830810546875","2098","2098","2098","0.3822067081928253","0.3822067081928253","0.3822067081928253","2098","2098","2098","0.40624913573265076","0.40624913573265076","0.40624913573265076","2098","2098","2098","0.40194764733314514","0.40194764733314514","0.40194764733314514","2098","2098","2098","0.429324209690094","0.429324209690094","0.429324209690094"
"164","2111","2111","2111","0.4084940552711487","0.4084940552711487","0.4084940552711487","2111","2111","2111","0.41772952675819397","0.41772952675819397","0.41772952675819397","2111","2111","2111","0.42130595445632935","0.42130595445632935","0.42130595445632935","2111","2111","2111","0.38580894470214844","0.38580894470214844","0.38580894470214844","2111","2111","2111","0.4017687737941742","0.4017687737941742","0.4017687737941742","2111","2111","2111","0.408560186624527","0.408560186624527","0.408560186624527","2111","2111","2111","0.46072736382484436","0.46072736382484436","0.46072736382484436"
"165","2123","2123","2123","0.4202759265899658","0.4202759265899658","0.4202759265899658","2123","2123","2123","0.41681599617004395","0.41681599617004395","0.41681599617004395","2123","2123","2123","0.42866501212120056","0.42866501212120056","0.42866501212120056","2123","2123","2123","0.39760175347328186","0.39760175347328186","0.39760175347328186","2123","2123","2123","0.4084223210811615","0.4084223210811615","0.4084223210811615","2123","2123","2123","0.4101596474647522","0.4101596474647522","0.4101596474647522","2123","2123","2123","0.475442498922348","0.475442498922348","0.475442498922348"
"166","2136","2136","2136","0.42467278242111206","0.42467278242111206","0.42467278242111206","2136","2136","2136","0.4191926419734955","0.4191926419734955","0.4191926419734955","2136","2136","2136","0.4264044761657715","0.4264044761657715","0.4264044761657715","2136","2136","2136","0.3983415961265564","0.3983415961265564","0.3983415961265564","2136","2136","2136","0.4197598099708557","0.4197598099708557","0.4197598099708557","2136","2136","2136","0.4147244393825531","0.4147244393825531","0.4147244393825531","2136","2136","2136","0.49114474654197693","0.49114474654197693","0.49114474654197693"
"167","2149","2149","2149","0.42686954140663147","0.42686954140663147","0.42686954140663147","2149","2149","2149","0.4394083023071289","0.4394083023071289","0.4394083023071289","2149","2149","2149","0.4339541792869568","0.4339541792869568","0.4339541792869568","2149","2149","2149","0.39989879727363586","0.39989879727363586","0.39989879727363586","2149","2149","2149","0.4166508615016937","0.4166508615016937","0.4166508615016937","2149","2149","2149","0.4115186631679535","0.4115186631679535","0.4115186631679535","2149","2149","2149","0.4895002245903015","0.4895002245903015","0.4895002245903015"
"168","2162","2162","2162","0.4236631989479065","0.4236631989479065","0.4236631989479065","2162","2162","2162","0.43223363161087036","0.43223363161087036","0.43223363161087036","2162","2162","2162","0.43361759185791016","0.43361759185791016","0.43361759185791016","2162","2162","2162","0.39165836572647095","0.39165836572647095","0.39165836572647095","2162","2162","2162","0.42220601439476013","0.42220601439476013","0.42220601439476013","2162","2162","2162","0.4215671122074127","0.4215671122074127","0.4215671122074127","2162","2162","2162","0.49209824204444885","0.49209824204444885","0.49209824204444885"
"169","2175","2175","2175","0.4263293743133545","0.4263293743133545","0.4263293743133545","2175","2175","2175","0.4326492249965668","0.4326492249965668","0.4326492249965668","2175","2175","2175","0.4312017858028412","0.4312017858028412","0.4312017858028412","2175","2175","2175","0.40509432554244995","0.40509432554244995","0.40509432554244995","2175","2175","2175","0.41641712188720703","0.41641712188720703","0.41641712188720703","2175","2175","2175","0.4128482937812805","0.4128482937812805","0.4128482937812805","2175","2175","2175","0.48794394731521606","0.48794394731521606","0.48794394731521606"
"170","2187","2187","2187","0.43221035599708557","0.43221035599708557","0.43221035599708557","2187","2187","2187","0.44038549065589905","0.44038549065589905","0.44038549065589905","2187","2187","2187","0.4363797605037689","0.4363797605037689","0.4363797605037689","2187","2187","2187","0.4051101803779602","0.4051101803779602","0.4051101803779602","2187","2187","2187","0.42929011583328247","0.42929011583328247","0.42929011583328247","2187","2187","2187","0.4207811951637268","0.4207811951637268","0.4207811951637268","2187","2187","2187","0.497647225856781","0.497647225856781","0.497647225856781"
"171","2200","2200","2200","0.4345530569553375","0.4345530569553375","0.4345530569553375","2200","2200","2200","0.4299584925174713","0.4299584925174713","0.4299584925174713","2200","2200","2200","0.4371984601020813","0.4371984601020813","0.4371984601020813","2200","2200","2200","0.40554022789001465","0.40554022789001465","0.40554022789001465","2200","2200","2200","0.41971784830093384","0.41971784830093384","0.41971784830093384","2200","2200","2200","0.4166563153266907","0.4166563153266907","0.4166563153266907","2200","2200","2200","0.4932376742362976","0.4932376742362976","0.4932376742362976"
"172","2213","2213","2213","0.4343045651912689","0.4343045651912689","0.4343045651912689","2213","2213","2213","0.4342958927154541","0.4342958927154541","0.4342958927154541","2213","2213","2213","0.4334567189216614","0.4334567189216614","0.4334567189216614","2213","2213","2213","0.40328192710876465","0.40328192710876465","0.40328192710876465","2213","2213","2213","0.4262987971305847","0.4262987971305847","0.4262987971305847","2213","2213","2213","0.4122302532196045","0.4122302532196045","0.4122302532196045","2213","2213","2213","0.4922611117362976","0.4922611117362976","0.4922611117362976"
"173","2226","2226","2226","0.4317789077758789","0.4317789077758789","0.4317789077758789","2226","2226","2226","0.4338873028755188","0.4338873028755188","0.4338873028755188","2226","2226","2226","0.434237539768219","0.434237539768219","0.434237539768219","2226","2226","2226","0.39789316058158875","0.39789316058158875","0.39789316058158875","2226","2226","2226","0.42318740487098694","0.42318740487098694","0.42318740487098694","2226","2226","2226","0.4240702688694","0.4240702688694","0.4240702688694","2226","2226","2226","0.4995660185813904","0.4995660185813904","0.4995660185813904"
"174","2239","2239","2239","0.43171316385269165","0.43171316385269165","0.43171316385269165","2239","2239","2239","0.4291880130767822","0.4291880130767822","0.4291880130767822","2239","2239","2239","0.43389812111854553","0.43389812111854553","0.43389812111854553","2239","2239","2239","0.40335845947265625","0.40335845947265625","0.40335845947265625","2239","2239","2239","0.4271335005760193","0.4271335005760193","0.4271335005760193","2239","2239","2239","0.4179081916809082","0.4179081916809082","0.4179081916809082","2239","2239","2239","0.49901074171066284","0.49901074171066284","0.49901074171066284"
"175","2251","2251","2251","0.42974671721458435","0.42974671721458435","0.42974671721458435","2251","2251","2251","0.4331025183200836","0.4331025183200836","0.4331025183200836","2251","2251","2251","0.43664470314979553","0.43664470314979553","0.43664470314979553","2251","2251","2251","0.395844429731369","0.395844429731369","0.395844429731369","2251","2251","2251","0.42278724908828735","0.42278724908828735","0.42278724908828735","2251","2251","2251","0.40973129868507385","0.40973129868507385","0.40973129868507385","2251","2251","2251","0.4952147901058197","0.4952147901058197","0.4952147901058197"
"176","2264","2264","2264","0.429126113653183","0.429126113653183","0.429126113653183","2264","2264","2264","0.431814581155777","0.431814581155777","0.431814581155777","2264","2264","2264","0.43572884798049927","0.43572884798049927","0.43572884798049927","2264","2264","2264","0.40093713998794556","0.40093713998794556","0.40093713998794556","2264","2264","2264","0.42540687322616577","0.42540687322616577","0.42540687322616577","2264","2264","2264","0.41690248250961304","0.41690248250961304","0.41690248250961304","2264","2264","2264","0.48461389541625977","0.48461389541625977","0.48461389541625977"
"177","2277","2277","2277","0.4363108277320862","0.4363108277320862","0.4363108277320862","2277","2277","2277","0.42941975593566895","0.42941975593566895","0.42941975593566895","2277","2277","2277","0.42863988876342773","0.42863988876342773","0.42863988876342773","2277","2277","2277","0.4038347601890564","0.4038347601890564","0.4038347601890564","2277","2277","2277","0.4152085781097412","0.4152085781097412","0.4152085781097412","2277","2277","2277","0.41116422414779663","0.41116422414779663","0.41116422414779663","2277","2277","2277","0.4973835051059723","0.4973835051059723","0.4973835051059723"
"178","2290","2290","2290","0.42748183012008667","0.42748183012008667","0.42748183012008667","2290","2290","2290","0.4332008957862854","0.4332008957862854","0.4332008957862854","2290","2290","2290","0.42921385169029236","0.42921385169029236","0.42921385169029236","2290","2290","2290","0.4011270999908447","0.4011270999908447","0.4011270999908447","2290","2290","2290","0.4221068322658539","0.4221068322658539","0.4221068322658539","2290","2290","2290","0.4144115447998047","0.4144115447998047","0.4144115447998047","2290","2290","2290","0.5008143782615662","0.5008143782615662","0.5008143782615662"
"179","2303","2303","2303","0.42792296409606934","0.42792296409606934","0.42792296409606934","2303","2303","2303","0.4161704480648041","0.4161704480648041","0.4161704480648041","2303","2303","2303","0.4257594645023346","0.4257594645023346","0.4257594645023346","2303","2303","2303","0.4016813635826111","0.4016813635826111","0.4016813635826111","2303","2303","2303","0.405504047870636","0.405504047870636","0.405504047870636","2303","2303","2303","0.40949541330337524","0.40949541330337524","0.40949541330337524","2303","2303","2303","0.5077477693557739","0.5077477693557739","0.5077477693557739"
"180","2315","2315","2315","0.42739900946617126","0.42739900946617126","0.42739900946617126","2315","2315","2315","0.4239000678062439","0.4239000678062439","0.4239000678062439","2315","2315","2315","0.409649133682251","0.409649133682251","0.409649133682251","2315","2315","2315","0.40049654245376587","0.40049654245376587","0.40049654245376587","2315","2315","2315","0.38801148533821106","0.38801148533821106","0.38801148533821106","2315","2315","2315","0.40537428855895996","0.40537428855895996","0.40537428855895996","2315","2315","2315","0.5022608637809753","0.5022608637809753","0.5022608637809753"
"181","2328","2328","2328","0.4210450053215027","0.4210450053215027","0.4210450053215027","2328","2328","2328","0.4317823350429535","0.4317823350429535","0.4317823350429535","2328","2328","2328","0.4076116979122162","0.4076116979122162","0.4076116979122162","2328","2328","2328","0.3812510371208191","0.3812510371208191","0.3812510371208191","2328","2328","2328","0.3789746165275574","0.3789746165275574","0.3789746165275574","2328","2328","2328","0.40631216764450073","0.40631216764450073","0.40631216764450073","2328","2328","2328","0.4960614740848541","0.4960614740848541","0.4960614740848541"
"182","2341","2341","2341","0.42007511854171753","0.42007511854171753","0.42007511854171753","2341","2341","2341","0.42260247468948364","0.42260247468948364","0.42260247468948364","2341","2341","2341","0.4035915732383728","0.4035915732383728","0.4035915732383728","2341","2341","2341","0.3700423836708069","0.3700423836708069","0.3700423836708069","2341","2341","2341","0.37044602632522583","0.37044602632522583","0.37044602632522583","2341","2341","2341","0.40092748403549194","0.40092748403549194","0.40092748403549194","2341","2341","2341","0.4978465437889099","0.4978465437889099","0.4978465437889099"
"183","2354","2354","2354","0.42279472947120667","0.42279472947120667","0.42279472947120667","2354","2354","2354","0.43517518043518066","0.43517518043518066","0.43517518043518066","2354","2354","2354","0.4181729257106781","0.4181729257106781","0.4181729257106781","2354","2354","2354","0.39132121205329895","0.39132121205329895","0.39132121205329895","2354","2354","2354","0.38281258940696716","0.38281258940696716","0.38281258940696716","2354","2354","2354","0.4161716103553772","0.4161716103553772","0.4161716103553772","2354","2354","2354","0.4975978434085846","0.4975978434085846","0.4975978434085846"
"184","2367","2367","2367","0.4342448115348816","0.4342448115348816","0.4342448115348816","2367","2367","2367","0.43711942434310913","0.43711942434310913","0.43711942434310913","2367","2367","2367","0.42537030577659607","0.42537030577659607","0.42537030577659607","2367","2367","2367","0.4037121832370758","0.4037121832370758","0.4037121832370758","2367","2367","2367","0.4114072918891907","0.4114072918891907","0.4114072918891907","2367","2367","2367","0.40091997385025024","0.40091997385025024","0.40091997385025024","2367","2367","2367","0.5063265562057495","0.5063265562057495","0.5063265562057495"
"185","2379","2379","2379","0.44317999482154846","0.44317999482154846","0.44317999482154846","2379","2379","2379","0.4418582320213318","0.4418582320213318","0.4418582320213318","2379","2379","2379","0.4280167520046234","0.4280167520046234","0.4280167520046234","2379","2379","2379","0.4067728519439697","0.4067728519439697","0.4067728519439697","2379","2379","2379","0.41447845101356506","0.41447845101356506","0.41447845101356506","2379","2379","2379","0.4101455807685852","0.4101455807685852","0.4101455807685852","2379","2379","2379","0.5221189856529236","0.5221189856529236","0.5221189856529236"
"186","2392","2392","2392","0.44333571195602417","0.44333571195602417","0.44333571195602417","2392","2392","2392","0.4441532492637634","0.4441532492637634","0.4441532492637634","2392","2392","2392","0.4438458979129791","0.4438458979129791","0.4438458979129791","2392","2392","2392","0.40158969163894653","0.40158969163894653","0.40158969163894653","2392","2392","2392","0.4242924153804779","0.4242924153804779","0.4242924153804779","2392","2392","2392","0.423151433467865","0.423151433467865","0.423151433467865","2392","2392","2392","0.5326179265975952","0.5326179265975952","0.5326179265975952"
"187","2405","2405","2405","0.4481351971626282","0.4481351971626282","0.4481351971626282","2405","2405","2405","0.4504919648170471","0.4504919648170471","0.4504919648170471","2405","2405","2405","0.4461749494075775","0.4461749494075775","0.4461749494075775","2405","2405","2405","0.41147541999816895","0.41147541999816895","0.41147541999816895","2405","2405","2405","0.4240565299987793","0.4240565299987793","0.4240565299987793","2405","2405","2405","0.42961087822914124","0.42961087822914124","0.42961087822914124","2405","2405","2405","0.5133243799209595","0.5133243799209595","0.5133243799209595"
"188","2418","2418","2418","0.44298309087753296","0.44298309087753296","0.44298309087753296","2418","2418","2418","0.45101532340049744","0.45101532340049744","0.45101532340049744","2418","2418","2418","0.44315943121910095","0.44315943121910095","0.44315943121910095","2418","2418","2418","0.4103919565677643","0.4103919565677643","0.4103919565677643","2418","2418","2418","0.42544659972190857","0.42544659972190857","0.42544659972190857","2418","2418","2418","0.43033313751220703","0.43033313751220703","0.43033313751220703","2418","2418","2418","0.5287092328071594","0.5287092328071594","0.5287092328071594"
"189","2431","2431","2431","0.4450652003288269","0.4450652003288269","0.4450652003288269","2431","2431","2431","0.44900885224342346","0.44900885224342346","0.44900885224342346","2431","2431","2431","0.44798117876052856","0.44798117876052856","0.44798117876052856","2431","2431","2431","0.4212315082550049","0.4212315082550049","0.4212315082550049","2431","2431","2431","0.4344497323036194","0.4344497323036194","0.4344497323036194","2431","2431","2431","0.42722567915916443","0.42722567915916443","0.42722567915916443","2431","2431","2431","0.5329649448394775","0.5329649448394775","0.5329649448394775"
