"epoch","complex_kitti - _step","complex_kitti - _step__MIN","complex_kitti - _step__MAX","complex_kitti - train/mIOU_epoch","complex_kitti - train/mIOU_epoch__MIN","complex_kitti - train/mIOU_epoch__MAX","streetview-low_kitti - _step","streetview-low_kitti - _step__MIN","streetview-low_kitti - _step__MAX","streetview-low_kitti - train/mIOU_epoch","streetview-low_kitti - train/mIOU_epoch__MIN","streetview-low_kitti - train/mIOU_epoch__MAX","streetview-high_kitti - _step","streetview-high_kitti - _step__MIN","streetview-high_kitti - _step__MAX","streetview-high_kitti - train/mIOU_epoch","streetview-high_kitti - train/mIOU_epoch__MIN","streetview-high_kitti - train/mIOU_epoch__MAX","KITTI - _step","KITTI - _step__MIN","KITTI - _step__MAX","KITTI - train/mIOU_epoch","KITTI - train/mIOU_epoch__MIN","KITTI - train/mIOU_epoch__MAX","cameraview_low_kitti - _step","cameraview_low_kitti - _step__MIN","cameraview_low_kitti - _step__MAX","cameraview_low_kitti - train/mIOU_epoch","cameraview_low_kitti - train/mIOU_epoch__MIN","cameraview_low_kitti - train/mIOU_epoch__MAX","cameraview_high_kitti - _step","cameraview_high_kitti - _step__MIN","cameraview_high_kitti - _step__MAX","cameraview_high_kitti - train/mIOU_epoch","cameraview_high_kitti - train/mIOU_epoch__MIN","cameraview_high_kitti - train/mIOU_epoch__MAX","citiscape_kitti - _step","citiscape_kitti - _step__MIN","citiscape_kitti - _step__MAX","citiscape_kitti - train/mIOU_epoch","citiscape_kitti - train/mIOU_epoch__MIN","citiscape_kitti - train/mIOU_epoch__MAX"
"404","5183","5183","5183","0.5222790837287903","0.5222790837287903","0.5222790837287903","5183","5183","5183","0.5233019590377808","0.5233019590377808","0.5233019590377808","5183","5183","5183","0.5161904692649841","0.5161904692649841","0.5161904692649841","5183","5183","5183","0.5047889351844788","0.5047889351844788","0.5047889351844788","5183","5183","5183","0.5127845406532288","0.5127845406532288","0.5127845406532288","5183","5183","5183","0.503390908241272","0.503390908241272","0.503390908241272","5183","5183","5183","0.580169141292572","0.580169141292572","0.580169141292572"
"405","5195","5195","5195","0.5142683982849121","0.5142683982849121","0.5142683982849121","5195","5195","5195","0.528203547000885","0.528203547000885","0.528203547000885","5195","5195","5195","0.5191034078598022","0.5191034078598022","0.5191034078598022","5195","5195","5195","0.49966225028038025","0.49966225028038025","0.49966225028038025","5195","5195","5195","0.5090866684913635","0.5090866684913635","0.5090866684913635","5195","5195","5195","0.505403459072113","0.505403459072113","0.505403459072113","5195","5195","5195","0.576726496219635","0.576726496219635","0.576726496219635"
"406","5208","5208","5208","0.533786416053772","0.533786416053772","0.533786416053772","5208","5208","5208","0.536807656288147","0.536807656288147","0.536807656288147","5208","5208","5208","0.5276910066604614","0.5276910066604614","0.5276910066604614","5208","5208","5208","0.5067375898361206","0.5067375898361206","0.5067375898361206","5208","5208","5208","0.5155244469642639","0.5155244469642639","0.5155244469642639","5208","5208","5208","0.5209503173828125","0.5209503173828125","0.5209503173828125","5208","5208","5208","0.5776957273483276","0.5776957273483276","0.5776957273483276"
"407","5221","5221","5221","0.524664580821991","0.524664580821991","0.524664580821991","5221","5221","5221","0.5376124978065491","0.5376124978065491","0.5376124978065491","5221","5221","5221","0.5227115154266357","0.5227115154266357","0.5227115154266357","5221","5221","5221","0.5140799283981323","0.5140799283981323","0.5140799283981323","5221","5221","5221","0.5185526609420776","0.5185526609420776","0.5185526609420776","5221","5221","5221","0.511429488658905","0.511429488658905","0.511429488658905","5221","5221","5221","0.583402693271637","0.583402693271637","0.583402693271637"
"408","5234","5234","5234","0.5311636328697205","0.5311636328697205","0.5311636328697205","5234","5234","5234","0.5379059910774231","0.5379059910774231","0.5379059910774231","5234","5234","5234","0.5236559510231018","0.5236559510231018","0.5236559510231018","5234","5234","5234","0.5141957998275757","0.5141957998275757","0.5141957998275757","5234","5234","5234","0.5194012522697449","0.5194012522697449","0.5194012522697449","5234","5234","5234","0.5191173553466797","0.5191173553466797","0.5191173553466797","5234","5234","5234","0.58332759141922","0.58332759141922","0.58332759141922"
"409","5247","5247","5247","0.5323544144630432","0.5323544144630432","0.5323544144630432","5247","5247","5247","0.5369832515716553","0.5369832515716553","0.5369832515716553","5247","5247","5247","0.5197573900222778","0.5197573900222778","0.5197573900222778","5247","5247","5247","0.5212360620498657","0.5212360620498657","0.5212360620498657","5247","5247","5247","0.5199607014656067","0.5199607014656067","0.5199607014656067","5247","5247","5247","0.5069369673728943","0.5069369673728943","0.5069369673728943","5247","5247","5247","0.5832167863845825","0.5832167863845825","0.5832167863845825"
"410","5259","5259","5259","0.5315340757369995","0.5315340757369995","0.5315340757369995","5259","5259","5259","0.5385627746582031","0.5385627746582031","0.5385627746582031","5259","5259","5259","0.5330212712287903","0.5330212712287903","0.5330212712287903","5259","5259","5259","0.5284551382064819","0.5284551382064819","0.5284551382064819","5259","5259","5259","0.5167685747146606","0.5167685747146606","0.5167685747146606","5259","5259","5259","0.5187720656394958","0.5187720656394958","0.5187720656394958","5259","5259","5259","0.5889371633529663","0.5889371633529663","0.5889371633529663"
"411","5272","5272","5272","0.5412258505821228","0.5412258505821228","0.5412258505821228","5272","5272","5272","0.5336793065071106","0.5336793065071106","0.5336793065071106","5272","5272","5272","0.5259379148483276","0.5259379148483276","0.5259379148483276","5272","5272","5272","0.5202025175094604","0.5202025175094604","0.5202025175094604","5272","5272","5272","0.5353720188140869","0.5353720188140869","0.5353720188140869","5272","5272","5272","0.5180083513259888","0.5180083513259888","0.5180083513259888","5272","5272","5272","0.5859771966934204","0.5859771966934204","0.5859771966934204"
"412","5285","5285","5285","0.5385096073150635","0.5385096073150635","0.5385096073150635","5285","5285","5285","0.5372852087020874","0.5372852087020874","0.5372852087020874","5285","5285","5285","0.5327578186988831","0.5327578186988831","0.5327578186988831","5285","5285","5285","0.5137232542037964","0.5137232542037964","0.5137232542037964","5285","5285","5285","0.5273154377937317","0.5273154377937317","0.5273154377937317","5285","5285","5285","0.5219282507896423","0.5219282507896423","0.5219282507896423","5285","5285","5285","0.5829764008522034","0.5829764008522034","0.5829764008522034"
"413","5298","5298","5298","0.5303446650505066","0.5303446650505066","0.5303446650505066","5298","5298","5298","0.5381009578704834","0.5381009578704834","0.5381009578704834","5298","5298","5298","0.5272234678268433","0.5272234678268433","0.5272234678268433","5298","5298","5298","0.5212482213973999","0.5212482213973999","0.5212482213973999","5298","5298","5298","0.5241553783416748","0.5241553783416748","0.5241553783416748","5298","5298","5298","0.5162155628204346","0.5162155628204346","0.5162155628204346","5298","5298","5298","0.584625780582428","0.584625780582428","0.584625780582428"
"414","5311","5311","5311","0.5331335663795471","0.5331335663795471","0.5331335663795471","5311","5311","5311","0.5333448052406311","0.5333448052406311","0.5333448052406311","5311","5311","5311","0.5238362550735474","0.5238362550735474","0.5238362550735474","5311","5311","5311","0.5180746912956238","0.5180746912956238","0.5180746912956238","5311","5311","5311","0.5156466960906982","0.5156466960906982","0.5156466960906982","5311","5311","5311","0.5181492567062378","0.5181492567062378","0.5181492567062378","5311","5311","5311","0.5854532122612","0.5854532122612","0.5854532122612"
"415","5323","5323","5323","0.5342658162117004","0.5342658162117004","0.5342658162117004","5323","5323","5323","0.5359026193618774","0.5359026193618774","0.5359026193618774","5323","5323","5323","0.5231882333755493","0.5231882333755493","0.5231882333755493","5323","5323","5323","0.5135253667831421","0.5135253667831421","0.5135253667831421","5323","5323","5323","0.5160709619522095","0.5160709619522095","0.5160709619522095","5323","5323","5323","0.5202264189720154","0.5202264189720154","0.5202264189720154","5323","5323","5323","0.5770436525344849","0.5770436525344849","0.5770436525344849"
"416","5336","5336","5336","0.5331959128379822","0.5331959128379822","0.5331959128379822","5336","5336","5336","0.5235456228256226","0.5235456228256226","0.5235456228256226","5336","5336","5336","0.5308173894882202","0.5308173894882202","0.5308173894882202","5336","5336","5336","0.518378496170044","0.518378496170044","0.518378496170044","5336","5336","5336","0.5102411508560181","0.5102411508560181","0.5102411508560181","5336","5336","5336","0.5196653008460999","0.5196653008460999","0.5196653008460999","5336","5336","5336","0.5779045224189758","0.5779045224189758","0.5779045224189758"
"417","5349","5349","5349","0.5170356035232544","0.5170356035232544","0.5170356035232544","5349","5349","5349","0.5381442308425903","0.5381442308425903","0.5381442308425903","5349","5349","5349","0.5315967798233032","0.5315967798233032","0.5315967798233032","5349","5349","5349","0.5085046887397766","0.5085046887397766","0.5085046887397766","5349","5349","5349","0.5122028589248657","0.5122028589248657","0.5122028589248657","5349","5349","5349","0.5160259008407593","0.5160259008407593","0.5160259008407593","5349","5349","5349","0.5752794742584229","0.5752794742584229","0.5752794742584229"
"418","5362","5362","5362","0.5121160745620728","0.5121160745620728","0.5121160745620728","5362","5362","5362","0.5237165689468384","0.5237165689468384","0.5237165689468384","5362","5362","5362","0.5097007751464844","0.5097007751464844","0.5097007751464844","5362","5362","5362","0.5124590992927551","0.5124590992927551","0.5124590992927551","5362","5362","5362","0.5046311020851135","0.5046311020851135","0.5046311020851135","5362","5362","5362","0.5120590329170227","0.5120590329170227","0.5120590329170227","5362","5362","5362","0.5757737159729004","0.5757737159729004","0.5757737159729004"
"419","5375","5375","5375","0.5104594230651855","0.5104594230651855","0.5104594230651855","5375","5375","5375","0.5200434327125549","0.5200434327125549","0.5200434327125549","5375","5375","5375","0.5105064511299133","0.5105064511299133","0.5105064511299133","5375","5375","5375","0.49844226241111755","0.49844226241111755","0.49844226241111755","5375","5375","5375","0.47225531935691833","0.47225531935691833","0.47225531935691833","5375","5375","5375","0.4997518062591553","0.4997518062591553","0.4997518062591553","5375","5375","5375","0.5644099116325378","0.5644099116325378","0.5644099116325378"
"420","5387","5387","5387","0.5109843015670776","0.5109843015670776","0.5109843015670776","5387","5387","5387","0.5195142030715942","0.5195142030715942","0.5195142030715942","5387","5387","5387","0.518427312374115","0.518427312374115","0.518427312374115","5387","5387","5387","0.49293723702430725","0.49293723702430725","0.49293723702430725","5387","5387","5387","0.46568766236305237","0.46568766236305237","0.46568766236305237","5387","5387","5387","0.5060938596725464","0.5060938596725464","0.5060938596725464","5387","5387","5387","0.5101396441459656","0.5101396441459656","0.5101396441459656"
"421","5400","5400","5400","0.5135403275489807","0.5135403275489807","0.5135403275489807","5400","5400","5400","0.4632321298122406","0.4632321298122406","0.4632321298122406","5400","5400","5400","0.511660635471344","0.511660635471344","0.511660635471344","5400","5400","5400","0.5004352331161499","0.5004352331161499","0.5004352331161499","5400","5400","5400","0.46645039319992065","0.46645039319992065","0.46645039319992065","5400","5400","5400","0.5116493701934814","0.5116493701934814","0.5116493701934814","5400","5400","5400","0.4348866939544678","0.4348866939544678","0.4348866939544678"
"422","5413","5413","5413","0.5259407758712769","0.5259407758712769","0.5259407758712769","5413","5413","5413","0.4807310998439789","0.4807310998439789","0.4807310998439789","5413","5413","5413","0.5142507553100586","0.5142507553100586","0.5142507553100586","5413","5413","5413","0.48884448409080505","0.48884448409080505","0.48884448409080505","5413","5413","5413","0.4407561421394348","0.4407561421394348","0.4407561421394348","5413","5413","5413","0.5130873322486877","0.5130873322486877","0.5130873322486877","5413","5413","5413","0.43759459257125854","0.43759459257125854","0.43759459257125854"
"423","5426","5426","5426","0.522062361240387","0.522062361240387","0.522062361240387","5426","5426","5426","0.5049000978469849","0.5049000978469849","0.5049000978469849","5426","5426","5426","0.5231505632400513","0.5231505632400513","0.5231505632400513","5426","5426","5426","0.4956044554710388","0.4956044554710388","0.4956044554710388","5426","5426","5426","0.4654116630554199","0.4654116630554199","0.4654116630554199","5426","5426","5426","0.520171582698822","0.520171582698822","0.520171582698822","5426","5426","5426","0.4698264002799988","0.4698264002799988","0.4698264002799988"
"424","5439","5439","5439","0.5270346403121948","0.5270346403121948","0.5270346403121948","5439","5439","5439","0.5186201333999634","0.5186201333999634","0.5186201333999634","5439","5439","5439","0.5239755511283875","0.5239755511283875","0.5239755511283875","5439","5439","5439","0.511095404624939","0.511095404624939","0.511095404624939","5439","5439","5439","0.4769607484340668","0.4769607484340668","0.4769607484340668","5439","5439","5439","0.5119661092758179","0.5119661092758179","0.5119661092758179","5439","5439","5439","0.5090473890304565","0.5090473890304565","0.5090473890304565"
"425","5451","5451","5451","0.5345779061317444","0.5345779061317444","0.5345779061317444","5451","5451","5451","0.5357014536857605","0.5357014536857605","0.5357014536857605","5451","5451","5451","0.5186850428581238","0.5186850428581238","0.5186850428581238","5451","5451","5451","0.5161231756210327","0.5161231756210327","0.5161231756210327","5451","5451","5451","0.5014163851737976","0.5014163851737976","0.5014163851737976","5451","5451","5451","0.5288169384002686","0.5288169384002686","0.5288169384002686","5451","5451","5451","0.5309783220291138","0.5309783220291138","0.5309783220291138"
"426","5464","5464","5464","0.5335851907730103","0.5335851907730103","0.5335851907730103","5464","5464","5464","0.5269991159439087","0.5269991159439087","0.5269991159439087","5464","5464","5464","0.512885570526123","0.512885570526123","0.512885570526123","5464","5464","5464","0.5121750831604004","0.5121750831604004","0.5121750831604004","5464","5464","5464","0.5099939107894897","0.5099939107894897","0.5099939107894897","5464","5464","5464","0.5073217153549194","0.5073217153549194","0.5073217153549194","5464","5464","5464","0.5391145944595337","0.5391145944595337","0.5391145944595337"
"427","5477","5477","5477","0.5373707413673401","0.5373707413673401","0.5373707413673401","5477","5477","5477","0.5335921049118042","0.5335921049118042","0.5335921049118042","5477","5477","5477","0.5320008397102356","0.5320008397102356","0.5320008397102356","5477","5477","5477","0.518159806728363","0.518159806728363","0.518159806728363","5477","5477","5477","0.5148663520812988","0.5148663520812988","0.5148663520812988","5477","5477","5477","0.5288418531417847","0.5288418531417847","0.5288418531417847","5477","5477","5477","0.5467527508735657","0.5467527508735657","0.5467527508735657"
"428","5490","5490","5490","0.5410714745521545","0.5410714745521545","0.5410714745521545","5490","5490","5490","0.5237785577774048","0.5237785577774048","0.5237785577774048","5490","5490","5490","0.5360742211341858","0.5360742211341858","0.5360742211341858","5490","5490","5490","0.5203670263290405","0.5203670263290405","0.5203670263290405","5490","5490","5490","0.5031249523162842","0.5031249523162842","0.5031249523162842","5490","5490","5490","0.5266326665878296","0.5266326665878296","0.5266326665878296","5490","5490","5490","0.5556862950325012","0.5556862950325012","0.5556862950325012"
"429","5503","5503","5503","0.5301327705383301","0.5301327705383301","0.5301327705383301","5503","5503","5503","0.5446059107780457","0.5446059107780457","0.5446059107780457","5503","5503","5503","0.5318478941917419","0.5318478941917419","0.5318478941917419","5503","5503","5503","0.5178394913673401","0.5178394913673401","0.5178394913673401","5503","5503","5503","0.5112693905830383","0.5112693905830383","0.5112693905830383","5503","5503","5503","0.5358254313468933","0.5358254313468933","0.5358254313468933","5503","5503","5503","0.545207142829895","0.545207142829895","0.545207142829895"
"430","5515","5515","5515","0.5374182462692261","0.5374182462692261","0.5374182462692261","5515","5515","5515","0.5312439799308777","0.5312439799308777","0.5312439799308777","5515","5515","5515","0.5277010798454285","0.5277010798454285","0.5277010798454285","5515","5515","5515","0.5218077898025513","0.5218077898025513","0.5218077898025513","5515","5515","5515","0.5082088112831116","0.5082088112831116","0.5082088112831116","5515","5515","5515","0.5271903276443481","0.5271903276443481","0.5271903276443481","5515","5515","5515","0.5477355718612671","0.5477355718612671","0.5477355718612671"
"431","5528","5528","5528","0.5340927839279175","0.5340927839279175","0.5340927839279175","5528","5528","5528","0.5371069312095642","0.5371069312095642","0.5371069312095642","5528","5528","5528","0.5364731550216675","0.5364731550216675","0.5364731550216675","5528","5528","5528","0.5212566256523132","0.5212566256523132","0.5212566256523132","5528","5528","5528","0.5101577043533325","0.5101577043533325","0.5101577043533325","5528","5528","5528","0.5374634265899658","0.5374634265899658","0.5374634265899658","5528","5528","5528","0.5525001287460327","0.5525001287460327","0.5525001287460327"
"432","5541","5541","5541","0.5337365865707397","0.5337365865707397","0.5337365865707397","5541","5541","5541","0.5252917408943176","0.5252917408943176","0.5252917408943176","5541","5541","5541","0.5279497504234314","0.5279497504234314","0.5279497504234314","5541","5541","5541","0.515653133392334","0.515653133392334","0.515653133392334","5541","5541","5541","0.5146380662918091","0.5146380662918091","0.5146380662918091","5541","5541","5541","0.5306463837623596","0.5306463837623596","0.5306463837623596","5541","5541","5541","0.5489785671234131","0.5489785671234131","0.5489785671234131"
"433","5554","5554","5554","0.5409301519393921","0.5409301519393921","0.5409301519393921","5554","5554","5554","0.535563051700592","0.535563051700592","0.535563051700592","5554","5554","5554","0.5339833498001099","0.5339833498001099","0.5339833498001099","5554","5554","5554","0.5209764242172241","0.5209764242172241","0.5209764242172241","5554","5554","5554","0.5141156315803528","0.5141156315803528","0.5141156315803528","5554","5554","5554","0.5306448340415955","0.5306448340415955","0.5306448340415955","5554","5554","5554","0.5490557551383972","0.5490557551383972","0.5490557551383972"
"434","5567","5567","5567","0.5362234711647034","0.5362234711647034","0.5362234711647034","5567","5567","5567","0.5358790755271912","0.5358790755271912","0.5358790755271912","5567","5567","5567","0.5336905717849731","0.5336905717849731","0.5336905717849731","5567","5567","5567","0.5215443968772888","0.5215443968772888","0.5215443968772888","5567","5567","5567","0.5108355283737183","0.5108355283737183","0.5108355283737183","5567","5567","5567","0.5296943187713623","0.5296943187713623","0.5296943187713623","5567","5567","5567","0.5531406998634338","0.5531406998634338","0.5531406998634338"
"435","5579","5579","5579","0.5270968675613403","0.5270968675613403","0.5270968675613403","5579","5579","5579","0.5348116159439087","0.5348116159439087","0.5348116159439087","5579","5579","5579","0.5284029245376587","0.5284029245376587","0.5284029245376587","5579","5579","5579","0.5209685564041138","0.5209685564041138","0.5209685564041138","5579","5579","5579","0.5113440155982971","0.5113440155982971","0.5113440155982971","5579","5579","5579","0.5188653469085693","0.5188653469085693","0.5188653469085693","5579","5579","5579","0.5556728839874268","0.5556728839874268","0.5556728839874268"
"436","5592","5592","5592","0.5244576930999756","0.5244576930999756","0.5244576930999756","5592","5592","5592","0.5256224870681763","0.5256224870681763","0.5256224870681763","5592","5592","5592","0.5218313932418823","0.5218313932418823","0.5218313932418823","5592","5592","5592","0.5278778076171875","0.5278778076171875","0.5278778076171875","5592","5592","5592","0.520635724067688","0.520635724067688","0.520635724067688","5592","5592","5592","0.5256109833717346","0.5256109833717346","0.5256109833717346","5592","5592","5592","0.55305415391922","0.55305415391922","0.55305415391922"
"437","5605","5605","5605","0.5271583795547485","0.5271583795547485","0.5271583795547485","5605","5605","5605","0.5261305570602417","0.5261305570602417","0.5261305570602417","5605","5605","5605","0.5265580415725708","0.5265580415725708","0.5265580415725708","5605","5605","5605","0.5242571234703064","0.5242571234703064","0.5242571234703064","5605","5605","5605","0.5126295685768127","0.5126295685768127","0.5126295685768127","5605","5605","5605","0.5185397863388062","0.5185397863388062","0.5185397863388062","5605","5605","5605","0.5584798455238342","0.5584798455238342","0.5584798455238342"
"438","5618","5618","5618","0.506816029548645","0.506816029548645","0.506816029548645","5618","5618","5618","0.5275420546531677","0.5275420546531677","0.5275420546531677","5618","5618","5618","0.5249902009963989","0.5249902009963989","0.5249902009963989","5618","5618","5618","0.5240257382392883","0.5240257382392883","0.5240257382392883","5618","5618","5618","0.5106787085533142","0.5106787085533142","0.5106787085533142","5618","5618","5618","0.5185412168502808","0.5185412168502808","0.5185412168502808","5618","5618","5618","0.5589938759803772","0.5589938759803772","0.5589938759803772"
"439","5631","5631","5631","0.404816210269928","0.404816210269928","0.404816210269928","5631","5631","5631","0.5155061483383179","0.5155061483383179","0.5155061483383179","5631","5631","5631","0.5255504846572876","0.5255504846572876","0.5255504846572876","5631","5631","5631","0.5200015306472778","0.5200015306472778","0.5200015306472778","5631","5631","5631","0.5093919038772583","0.5093919038772583","0.5093919038772583","5631","5631","5631","0.5122727751731873","0.5122727751731873","0.5122727751731873","5631","5631","5631","0.5686036348342896","0.5686036348342896","0.5686036348342896"
"440","5643","5643","5643","0.38307082653045654","0.38307082653045654","0.38307082653045654","5643","5643","5643","0.5071771740913391","0.5071771740913391","0.5071771740913391","5643","5643","5643","0.5256996750831604","0.5256996750831604","0.5256996750831604","5643","5643","5643","0.5134881734848022","0.5134881734848022","0.5134881734848022","5643","5643","5643","0.5183168649673462","0.5183168649673462","0.5183168649673462","5643","5643","5643","0.5293223857879639","0.5293223857879639","0.5293223857879639","5643","5643","5643","0.5651302933692932","0.5651302933692932","0.5651302933692932"
"441","5656","5656","5656","0.45194441080093384","0.45194441080093384","0.45194441080093384","5656","5656","5656","0.5065199136734009","0.5065199136734009","0.5065199136734009","5656","5656","5656","0.4977760314941406","0.4977760314941406","0.4977760314941406","5656","5656","5656","0.5114239454269409","0.5114239454269409","0.5114239454269409","5656","5656","5656","0.5170993804931641","0.5170993804931641","0.5170993804931641","5656","5656","5656","0.517177402973175","0.517177402973175","0.517177402973175","5656","5656","5656","0.5670729875564575","0.5670729875564575","0.5670729875564575"
"442","5669","5669","5669","0.4783395826816559","0.4783395826816559","0.4783395826816559","5669","5669","5669","0.5130255222320557","0.5130255222320557","0.5130255222320557","5669","5669","5669","0.4998394846916199","0.4998394846916199","0.4998394846916199","5669","5669","5669","0.5139857530593872","0.5139857530593872","0.5139857530593872","5669","5669","5669","0.5163703560829163","0.5163703560829163","0.5163703560829163","5669","5669","5669","0.5200605988502502","0.5200605988502502","0.5200605988502502","5669","5669","5669","0.5737815499305725","0.5737815499305725","0.5737815499305725"
"443","5682","5682","5682","0.49524521827697754","0.49524521827697754","0.49524521827697754","5682","5682","5682","0.5254644155502319","0.5254644155502319","0.5254644155502319","5682","5682","5682","0.437777042388916","0.437777042388916","0.437777042388916","5682","5682","5682","0.508838415145874","0.508838415145874","0.508838415145874","5682","5682","5682","0.5175372362136841","0.5175372362136841","0.5175372362136841","5682","5682","5682","0.5299757719039917","0.5299757719039917","0.5299757719039917","5682","5682","5682","0.5697137713432312","0.5697137713432312","0.5697137713432312"
"444","5695","5695","5695","0.5056110620498657","0.5056110620498657","0.5056110620498657","5695","5695","5695","0.533007800579071","0.533007800579071","0.533007800579071","5695","5695","5695","0.4764373302459717","0.4764373302459717","0.4764373302459717","5695","5695","5695","0.5193984508514404","0.5193984508514404","0.5193984508514404","5695","5695","5695","0.524121105670929","0.524121105670929","0.524121105670929","5695","5695","5695","0.5191066861152649","0.5191066861152649","0.5191066861152649","5695","5695","5695","0.5700671672821045","0.5700671672821045","0.5700671672821045"
"445","5707","5707","5707","0.508257269859314","0.508257269859314","0.508257269859314","5707","5707","5707","0.5376232862472534","0.5376232862472534","0.5376232862472534","5707","5707","5707","0.5039737224578857","0.5039737224578857","0.5039737224578857","5707","5707","5707","0.523998498916626","0.523998498916626","0.523998498916626","5707","5707","5707","0.5174468755722046","0.5174468755722046","0.5174468755722046","5707","5707","5707","0.5230218172073364","0.5230218172073364","0.5230218172073364","5707","5707","5707","0.5784708261489868","0.5784708261489868","0.5784708261489868"
"446","5720","5720","5720","0.5229036211967468","0.5229036211967468","0.5229036211967468","5720","5720","5720","0.5419324636459351","0.5419324636459351","0.5419324636459351","5720","5720","5720","0.5155534744262695","0.5155534744262695","0.5155534744262695","5720","5720","5720","0.5213373303413391","0.5213373303413391","0.5213373303413391","5720","5720","5720","0.5326329469680786","0.5326329469680786","0.5326329469680786","5720","5720","5720","0.5314050912857056","0.5314050912857056","0.5314050912857056","5720","5720","5720","0.5791059136390686","0.5791059136390686","0.5791059136390686"
"447","5733","5733","5733","0.5194090604782104","0.5194090604782104","0.5194090604782104","5733","5733","5733","0.5510959625244141","0.5510959625244141","0.5510959625244141","5733","5733","5733","0.5078940987586975","0.5078940987586975","0.5078940987586975","5733","5733","5733","0.5327244997024536","0.5327244997024536","0.5327244997024536","5733","5733","5733","0.5193482041358948","0.5193482041358948","0.5193482041358948","5733","5733","5733","0.5283234119415283","0.5283234119415283","0.5283234119415283","5733","5733","5733","0.5788692831993103","0.5788692831993103","0.5788692831993103"
"448","5746","5746","5746","0.5212573409080505","0.5212573409080505","0.5212573409080505","5746","5746","5746","0.5456108450889587","0.5456108450889587","0.5456108450889587","5746","5746","5746","0.5254756808280945","0.5254756808280945","0.5254756808280945","5746","5746","5746","0.5265048742294312","0.5265048742294312","0.5265048742294312","5746","5746","5746","0.5348821878433228","0.5348821878433228","0.5348821878433228","5746","5746","5746","0.5328546762466431","0.5328546762466431","0.5328546762466431","5746","5746","5746","0.5790520310401917","0.5790520310401917","0.5790520310401917"
"449","5759","5759","5759","0.5217086672782898","0.5217086672782898","0.5217086672782898","5759","5759","5759","0.5432029962539673","0.5432029962539673","0.5432029962539673","5759","5759","5759","0.5298890471458435","0.5298890471458435","0.5298890471458435","5759","5759","5759","0.5372226238250732","0.5372226238250732","0.5372226238250732","5759","5759","5759","0.5220223665237427","0.5220223665237427","0.5220223665237427","5759","5759","5759","0.5301395654678345","0.5301395654678345","0.5301395654678345","5759","5759","5759","0.5831177234649658","0.5831177234649658","0.5831177234649658"
"450","5771","5771","5771","0.5160475373268127","0.5160475373268127","0.5160475373268127","5771","5771","5771","0.5461226105690002","0.5461226105690002","0.5461226105690002","5771","5771","5771","0.5218465328216553","0.5218465328216553","0.5218465328216553","5771","5771","5771","0.530086100101471","0.530086100101471","0.530086100101471","5771","5771","5771","0.5296882390975952","0.5296882390975952","0.5296882390975952","5771","5771","5771","0.5351530313491821","0.5351530313491821","0.5351530313491821","5771","5771","5771","0.5793436765670776","0.5793436765670776","0.5793436765670776"
"451","5784","5784","5784","0.5204362869262695","0.5204362869262695","0.5204362869262695","5784","5784","5784","0.5374261140823364","0.5374261140823364","0.5374261140823364","5784","5784","5784","0.5320832133293152","0.5320832133293152","0.5320832133293152","5784","5784","5784","0.534239649772644","0.534239649772644","0.534239649772644","5784","5784","5784","0.5308281183242798","0.5308281183242798","0.5308281183242798","5784","5784","5784","0.540223240852356","0.540223240852356","0.540223240852356","5784","5784","5784","0.583738386631012","0.583738386631012","0.583738386631012"
"452","5797","5797","5797","0.5229663252830505","0.5229663252830505","0.5229663252830505","5797","5797","5797","0.5391777753829956","0.5391777753829956","0.5391777753829956","5797","5797","5797","0.5242626667022705","0.5242626667022705","0.5242626667022705","5797","5797","5797","0.534891664981842","0.534891664981842","0.534891664981842","5797","5797","5797","0.5218580365180969","0.5218580365180969","0.5218580365180969","5797","5797","5797","0.5337971448898315","0.5337971448898315","0.5337971448898315","5797","5797","5797","0.579625129699707","0.579625129699707","0.579625129699707"
"453","5810","5810","5810","0.5134134888648987","0.5134134888648987","0.5134134888648987","5810","5810","5810","0.5401535630226135","0.5401535630226135","0.5401535630226135","5810","5810","5810","0.5150360465049744","0.5150360465049744","0.5150360465049744","5810","5810","5810","0.5275943279266357","0.5275943279266357","0.5275943279266357","5810","5810","5810","0.5332067608833313","0.5332067608833313","0.5332067608833313","5810","5810","5810","0.5408225059509277","0.5408225059509277","0.5408225059509277","5810","5810","5810","0.5730027556419373","0.5730027556419373","0.5730027556419373"
"454","5823","5823","5823","0.5228124856948853","0.5228124856948853","0.5228124856948853","5823","5823","5823","0.542411744594574","0.542411744594574","0.542411744594574","5823","5823","5823","0.5392330884933472","0.5392330884933472","0.5392330884933472","5823","5823","5823","0.5293309688568115","0.5293309688568115","0.5293309688568115","5823","5823","5823","0.5252995491027832","0.5252995491027832","0.5252995491027832","5823","5823","5823","0.5350667238235474","0.5350667238235474","0.5350667238235474","5823","5823","5823","0.5830631852149963","0.5830631852149963","0.5830631852149963"
"455","5835","5835","5835","0.5172014832496643","0.5172014832496643","0.5172014832496643","5835","5835","5835","0.5378636121749878","0.5378636121749878","0.5378636121749878","5835","5835","5835","0.5304188132286072","0.5304188132286072","0.5304188132286072","5835","5835","5835","0.5166412591934204","0.5166412591934204","0.5166412591934204","5835","5835","5835","0.5222765207290649","0.5222765207290649","0.5222765207290649","5835","5835","5835","0.5364271402359009","0.5364271402359009","0.5364271402359009","5835","5835","5835","0.578496515750885","0.578496515750885","0.578496515750885"
